%time,field.x,field.y,field.z
1668721566263008356,0.9452289525369308,0.22312493243465514,0.06592784850028255
1668721566274861812,0.7913817462202553,0.1974837313818759,0.1568835533182159
1668721566292492628,0.9594029268232637,0.204481382227381,0.05383048665213007
1668721566303303003,0.9432717136774684,0.18344343933425777,0.048368303785216914
1668721566344055891,0.9266688594418608,0.1617903933968784,0.02733007853223087
1668721566384188652,0.912997559274998,0.14799269123255854,0.029915843951867763
1668721566424110412,0.9012075472133682,0.13917028708364076,0.04136352881001848
1668721566464468002,0.8893817211156978,0.1303210834795145,0.037108331340226446
1668721566505084991,0.877472489100636,0.12140946766513847,0.017049001668335836
1668721566545093536,0.8689027252123779,0.11746242555129628,0.030497099102899144
1668721566592108011,0.8605143682882984,0.11385812907369855,0.032108064522708916
1668721566636357545,0.8521248161157949,0.11025331902357122,0.01804555254969247
1668721566684366941,0.845893392252026,0.1085157496743325,0.026350628518518313
1668721566728341102,0.8399683726396949,0.10705597035285028,0.024757968797487588
1668721566772144794,0.834640493497743,0.10588943708972885,0.019630759380351363
1668721566820173978,0.8304714368865858,0.10530212361480908,0.02304228262130781
1668721566864248991,0.8266067630120607,0.10479816204421408,0.017733931576910625
1668721566864373683,0.8236871560112,0.10456307900835524,0.019973525080054032
1668721566912160873,0.8211894880961131,0.10439618404108414,0.018665714767200456
1668721566942380189,0.8191644940108453,0.1043039336855728,0.015313821936803564
1668721566988563299,0.8177282331510942,0.10426615139598044,0.01635809109802102
1668721567032351732,0.8166507902708477,0.10424724070082028,0.01608360053528425
1668721567076112270,0.8158966575717765,0.10423967656365564,0.01497576696097428
1668721567124093532,0.9811601776565387,0.1670035989809582,0.01976562211163372
1668721567124154090,0.9745882371448699,0.1656282433247984,0.01556124903203849
1668721567124177694,0.9772850980160562,0.16684753559196092,0.01850326101251016
1668721567168367147,0.9438667756456689,0.1688441863004964,0.015591814040619436
1668721567172578811,0.9141155408590655,0.16553395648831917,0.016047636549592535
