%time,field.x,field.y,field.z
1668719013093313455,0.3787604077910249,0.5984049352247727,0.025710682370595483
1668719013116999864,0.39094799162248645,0.6016773018425278,0.02716543940175119
1668719013140498161,0.40369122168298865,0.6019399617674899,0.024516828388382466
1668719013165383577,0.4180429269814779,0.6012370989370355,0.026924764771756923
1668719013190490961,0.43042089881503265,0.6017618379482531,0.026939455645294454
1668719013214203834,0.4286239977073768,0.6231797028195885,0.03331702413210614
1668719013240495204,0.4565523587696352,0.5967677712122818,0.02515817769707457
1668719013264891862,0.47754691375411457,0.5809460078370834,0.0034584518319172117
1668719013289097547,-111.0,-111.0,-111.0
1668719013313826084,0.5053170134282761,0.5906166760687336,0.03814726336448652
1668719013341711044,0.5130111279823293,0.5995414343629032,0.02610993782592273
1668719013364517211,0.5220897060021145,0.5958830163774304,0.024732720796897378
1668719013389450073,0.5347307781597403,0.5998079840413332,0.028524351316171943
1668719013414060354,0.5321557783286486,0.615404335252956,0.03268338963699485
1668719013439169168,0.5468677799373927,0.6147711287738987,0.03150172081608433
1668719013463890790,0.5599731497116752,0.6147130686197471,0.032762680496756784
1668719013489330291,0.5719151057885838,0.6149027245478828,0.03041763914101755
1668719013514993429,0.5888226375595733,0.6151705624141941,0.032529763125393095
1668719013541072607,0.5990180894540318,0.6173769162900747,0.028651432566354367
1668719013567074537,0.6247461580544028,0.5996686093420122,0.026124410124518865
1668719013592187643,0.6504819875777579,0.5955733985798894,0.018956254368089252
1668719013617688417,0.643597374240311,0.612754724208368,0.02711625668824743
1668719013643649578,0.6693321460804104,0.5950270995374363,0.02628231936713644
1668719013669239282,0.6794780682046306,0.5939854865150259,0.02553779145798991
1668719013695469856,0.6896245548584833,0.5915981474836552,0.024353270308080023
1668719013722038984,0.6987199581322726,0.5921762741631328,0.023430623018296105
1668719013749259471,0.7083466566628319,0.5964538970652135,0.025212373728109787
1668719013774091720,0.7270174191216201,0.59591874652073,0.025428120824573432
1668719013799964427,0.737888451611734,0.5982452379598219,0.025751330573070913
1668719013824807167,0.7619524879166164,0.6060302184966841,0.02217245824393883
1668719013849976301,0.7731877418285601,0.5956538648601617,0.021293372548544708
