%time,field.x,field.y,field.z
1668719012832347869,-111.0,-111.0,-111.0
1668719012854731798,0.24317887677327638,0.589811870005261,0.020289433406928032
1668719012877997159,0.26999310928264975,0.5877835994310553,0.03428817425809674
1668719012901219844,0.27453754382216705,0.594677859061637,0.01953837176523919
1668719012926583766,0.28873719753468435,0.5978993312355666,0.023084032849958944
1668719012949960708,0.2966801285532733,0.5976035520201071,0.02175209150511089
1668719012973644256,0.31355931508498985,0.5998240744139763,0.025779123719604762
1668719012998435258,0.3261925239730052,0.6000048461077909,0.024426506822945043
1668719013022104263,0.3440389626772663,0.5964868653141557,0.025015271630426685
1668719013045539140,0.354672828588399,0.5992298751850897,0.024319206637356188
1668719013070019006,0.3687540044456568,0.6013555360644393,0.02478776667659239
